date,sku,price,units,cost,promo_flag
2025-07-06,SKU-023,123.11,40,75.61,0
2025-07-07,SKU-023,105.92,79,75.61,1
2025-07-08,SKU-023,115.66,65,75.61,0
2025-07-09,SKU-023,109.88,86,75.61,1
2025-07-10,SKU-023,114.51,44,75.61,0
2025-07-11,SKU-023,114.06,56,75.61,0
2025-07-12,SKU-023,114.08,53,75.61,0
2025-07-13,SKU-023,98.92,74,75.61,1
2025-07-14,SKU-023,115.63,46,75.61,0
2025-07-15,SKU-023,109.11,42,75.61,0
2025-07-16,SKU-023,114.85,38,75.61,0
2025-07-17,SKU-023,124.26,41,75.61,0
2025-07-18,SKU-023,87.54,92,75.61,1
2025-07-19,SKU-023,117.23,46,75.61,0
2025-07-20,SKU-023,95.01,102,75.61,1
2025-07-21,SKU-023,120.48,69,75.61,0
2025-07-22,SKU-023,109.76,81,75.61,0
2025-07-23,SKU-023,123.65,37,75.61,0
2025-07-24,SKU-023,118.19,48,75.61,0
2025-07-25,SKU-023,114.6,44,75.61,0
2025-07-26,SKU-023,115.35,57,75.61,0
2025-07-27,SKU-023,113.03,71,75.61,1
2025-07-28,SKU-023,119.15,59,75.61,0
2025-07-29,SKU-023,88.44,137,75.61,1
2025-07-30,SKU-023,95.79,123,75.61,1
2025-07-31,SKU-023,106.91,84,75.61,1
2025-08-01,SKU-023,116.27,41,75.61,0
2025-08-02,SKU-023,116.75,60,75.61,0
2025-08-03,SKU-023,115.97,50,75.61,0
2025-08-04,SKU-023,116.17,34,75.61,0
2025-08-05,SKU-023,116.0,38,75.61,0
2025-08-06,SKU-023,112.31,56,75.61,0
2025-08-07,SKU-023,115.24,49,75.61,0
2025-08-08,SKU-023,112.16,52,75.61,0
2025-08-09,SKU-023,88.06,108,75.61,1
2025-08-10,SKU-023,102.54,128,75.61,1
2025-08-11,SKU-023,114.07,53,75.61,0
2025-08-12,SKU-023,114.39,57,75.61,0
2025-08-13,SKU-023,112.6,40,75.61,0
2025-08-14,SKU-023,120.59,37,75.61,0
2025-08-15,SKU-023,115.09,51,75.61,0
2025-08-16,SKU-023,120.52,46,75.61,0
2025-08-17,SKU-023,117.43,64,75.61,0
2025-08-18,SKU-023,114.47,67,75.61,0
2025-08-19,SKU-023,117.41,57,75.61,0
2025-08-20,SKU-023,117.52,62,75.61,0
2025-08-21,SKU-023,117.08,44,75.61,0
2025-08-22,SKU-023,116.69,48,75.61,0
2025-08-23,SKU-023,114.98,50,75.61,0
2025-08-24,SKU-023,112.33,52,75.61,0
2025-08-25,SKU-023,92.32,127,75.61,1
2025-08-26,SKU-023,97.12,111,75.61,1
2025-08-27,SKU-023,116.64,43,75.61,0
2025-08-28,SKU-023,92.73,98,75.61,1
2025-08-29,SKU-023,108.2,65,75.61,1
2025-08-30,SKU-023,105.45,102,75.61,1
2025-08-31,SKU-023,119.29,39,75.61,0
2025-09-01,SKU-023,114.1,35,75.61,0
2025-09-02,SKU-023,121.09,64,75.61,0
2025-09-03,SKU-023,118.57,38,75.61,0
2025-09-04,SKU-023,123.05,38,75.61,0
2025-09-05,SKU-023,120.71,37,75.61,0
2025-09-06,SKU-023,120.29,30,75.61,0
2025-09-07,SKU-023,118.81,48,75.61,0
2025-09-08,SKU-023,119.49,39,75.61,0
2025-09-09,SKU-023,116.62,43,75.61,0
2025-09-10,SKU-023,120.63,33,75.61,0
2025-09-11,SKU-023,112.85,48,75.61,0
2025-09-12,SKU-023,119.51,43,75.61,0
2025-09-13,SKU-023,116.45,58,75.61,0
2025-09-14,SKU-023,116.37,47,75.61,0
2025-09-15,SKU-023,121.32,35,75.61,0
2025-09-16,SKU-023,116.54,46,75.61,0
2025-09-17,SKU-023,105.88,74,75.61,1
2025-09-18,SKU-023,117.06,45,75.61,0
2025-09-19,SKU-023,87.22,110,75.61,1
2025-09-20,SKU-023,118.4,41,75.61,0
2025-09-21,SKU-023,108.78,67,75.61,0
2025-09-22,SKU-023,115.66,38,75.61,0
2025-09-23,SKU-023,110.07,54,75.61,0
2025-09-24,SKU-023,116.1,50,75.61,0
2025-09-25,SKU-023,114.26,45,75.61,0
2025-09-26,SKU-023,115.69,59,75.61,0
2025-09-27,SKU-023,117.3,44,75.61,0
2025-09-28,SKU-023,115.13,57,75.61,0
2025-09-29,SKU-023,119.48,48,75.61,0
2025-09-30,SKU-023,103.7,68,75.61,1
2025-10-01,SKU-023,117.41,44,75.61,0
2025-10-02,SKU-023,99.56,106,75.61,1
2025-10-03,SKU-023,120.79,33,75.61,0
2025-10-04,SKU-023,121.99,57,75.61,0
2025-10-05,SKU-023,109.59,57,75.61,0
2025-10-06,SKU-023,114.37,55,75.61,0
2025-10-07,SKU-023,117.33,54,75.61,0
2025-10-08,SKU-023,120.06,52,75.61,0
2025-10-09,SKU-023,92.73,103,75.61,1
2025-10-10,SKU-023,121.76,52,75.61,0
2025-10-11,SKU-023,113.07,52,75.61,0
2025-10-12,SKU-023,116.86,41,75.61,0
2025-10-13,SKU-023,119.55,39,75.61,0
2025-10-14,SKU-023,116.94,44,75.61,0
2025-10-15,SKU-023,121.17,39,75.61,0
2025-10-16,SKU-023,113.04,75,75.61,0
2025-10-17,SKU-023,117.53,44,75.61,0
2025-10-18,SKU-023,123.33,41,75.61,0
2025-10-19,SKU-023,117.48,51,75.61,0
2025-10-20,SKU-023,111.13,39,75.61,0
2025-10-21,SKU-023,118.68,40,75.61,0
2025-10-22,SKU-023,93.22,68,75.61,1
2025-10-23,SKU-023,113.13,40,75.61,0
2025-10-24,SKU-023,117.51,42,75.61,0
2025-10-25,SKU-023,102.34,86,75.61,1
2025-10-26,SKU-023,116.17,52,75.61,0
2025-10-27,SKU-023,111.54,46,75.61,0
2025-10-28,SKU-023,120.84,41,75.61,0
2025-10-29,SKU-023,112.87,60,75.61,0
2025-10-30,SKU-023,120.87,41,75.61,0
2025-10-31,SKU-023,119.22,34,75.61,0
2025-11-01,SKU-023,116.5,57,75.61,0
2025-11-02,SKU-023,121.27,49,75.61,0
2025-11-03,SKU-023,113.54,40,75.61,0
2025-11-04,SKU-023,112.76,54,75.61,0
2025-11-05,SKU-023,110.83,52,75.61,0
2025-11-06,SKU-023,115.15,47,75.61,0
2025-11-07,SKU-023,117.29,57,75.61,0
2025-11-08,SKU-023,116.68,54,75.61,0
2025-11-09,SKU-023,120.05,58,75.61,0
2025-11-10,SKU-023,114.34,36,75.61,0
2025-11-11,SKU-023,117.96,41,75.61,0
2025-11-12,SKU-023,115.19,54,75.61,0
2025-11-13,SKU-023,102.65,101,75.61,1
2025-11-14,SKU-023,119.96,24,75.61,0
2025-11-15,SKU-023,119.14,73,75.61,0
2025-11-16,SKU-023,119.06,44,75.61,0
2025-11-17,SKU-023,95.24,74,75.61,1
2025-11-18,SKU-023,111.12,61,75.61,0
2025-11-19,SKU-023,115.82,44,75.61,0
2025-11-20,SKU-023,119.98,26,75.61,0
2025-11-21,SKU-023,113.42,38,75.61,0
2025-11-22,SKU-023,120.26,59,75.61,0
2025-11-23,SKU-023,112.77,51,75.61,0
2025-11-24,SKU-023,94.96,100,75.61,1
2025-11-25,SKU-023,116.21,56,75.61,0
2025-11-26,SKU-023,117.07,41,75.61,0
2025-11-27,SKU-023,117.66,41,75.61,0
2025-11-28,SKU-023,119.4,43,75.61,0
2025-11-29,SKU-023,112.43,61,75.61,0
2025-11-30,SKU-023,107.23,66,75.61,1
2025-12-01,SKU-023,114.78,44,75.61,0
2025-12-02,SKU-023,116.57,38,75.61,0
2025-12-03,SKU-023,100.17,95,75.61,1
2025-12-04,SKU-023,120.51,31,75.61,0
2025-12-05,SKU-023,120.51,42,75.61,0
2025-12-06,SKU-023,86.34,134,75.61,1
2025-12-07,SKU-023,111.37,49,75.61,0
2025-12-08,SKU-023,110.39,48,75.61,0
2025-12-09,SKU-023,87.94,75,75.61,1
2025-12-10,SKU-023,116.29,40,75.61,0
2025-12-11,SKU-023,115.35,42,75.61,0
2025-12-12,SKU-023,119.49,42,75.61,0
2025-12-13,SKU-023,100.13,87,75.61,1
2025-12-14,SKU-023,118.3,53,75.61,0
2025-12-15,SKU-023,101.57,116,75.61,1
2025-12-16,SKU-023,117.97,78,75.61,0
2025-12-17,SKU-023,116.88,38,75.61,0
2025-12-18,SKU-023,121.1,29,75.61,0
2025-12-19,SKU-023,112.68,56,75.61,1
2025-12-20,SKU-023,117.08,56,75.61,0
2025-12-21,SKU-023,120.1,67,75.61,0
2025-12-22,SKU-023,112.28,60,75.61,0
2025-12-23,SKU-023,120.18,32,75.61,0
2025-12-24,SKU-023,116.38,50,75.61,0
2025-12-25,SKU-023,115.55,48,75.61,0
2025-12-26,SKU-023,115.79,44,75.61,0
2025-12-27,SKU-023,117.03,54,75.61,0
2025-07-01,SKU-024,111.8,31,77.54,0
2025-07-02,SKU-024,81.42,57,77.54,1
2025-07-03,SKU-024,109.53,28,77.54,0
2025-07-04,SKU-024,104.29,35,77.54,0
2025-07-05,SKU-024,108.44,33,77.54,0
2025-07-06,SKU-024,105.38,29,77.54,0
2025-07-07,SKU-024,107.0,24,77.54,0
2025-07-08,SKU-024,100.18,26,77.54,0
2025-07-09,SKU-024,95.57,55,77.54,1
2025-07-10,SKU-024,109.82,31,77.54,0
2025-07-11,SKU-024,98.69,25,77.54,0
2025-07-12,SKU-024,109.39,25,77.54,0
2025-07-13,SKU-024,86.42,49,77.54,1
2025-07-14,SKU-024,106.69,29,77.54,0
2025-07-15,SKU-024,99.63,31,77.54,0
2025-07-16,SKU-024,105.98,30,77.54,0
2025-07-17,SKU-024,105.41,31,77.54,0
2025-07-18,SKU-024,107.7,28,77.54,0
2025-07-19,SKU-024,81.54,43,77.54,1
2025-07-20,SKU-024,101.74,44,77.54,1
2025-07-21,SKU-024,111.98,20,77.54,0
2025-07-22,SKU-024,106.69,23,77.54,0
2025-07-23,SKU-024,105.06,26,77.54,0
2025-07-24,SKU-024,109.76,31,77.54,0
2025-07-25,SKU-024,106.88,35,77.54,0
2025-07-26,SKU-024,106.63,33,77.54,0
2025-07-27,SKU-024,109.11,34,77.54,0
2025-07-28,SKU-024,111.76,30,77.54,0
2025-07-29,SKU-024,108.63,38,77.54,0
2025-07-30,SKU-024,114.58,23,77.54,0
2025-07-31,SKU-024,109.86,41,77.54,0
2025-08-01,SKU-024,112.13,31,77.54,0
2025-08-02,SKU-024,107.38,24,77.54,0
2025-08-03,SKU-024,107.28,27,77.54,0
2025-08-04,SKU-024,110.52,28,77.54,0
2025-08-05,SKU-024,104.99,38,77.54,0
2025-08-06,SKU-024,85.66,42,77.54,1
2025-08-07,SKU-024,103.72,30,77.54,0
2025-08-08,SKU-024,107.74,31,77.54,0
2025-08-09,SKU-024,111.42,24,77.54,0
2025-08-10,SKU-024,106.14,33,77.54,0
2025-08-11,SKU-024,107.58,24,77.54,0
2025-08-12,SKU-024,111.09,38,77.54,0
2025-08-13,SKU-024,112.42,26,77.54,0
2025-08-14,SKU-024,110.16,23,77.54,0
2025-08-15,SKU-024,106.17,28,77.54,0
2025-08-16,SKU-024,104.5,33,77.54,0
2025-08-17,SKU-024,108.14,26,77.54,0
2025-08-18,SKU-024,105.67,24,77.54,0
2025-08-19,SKU-024,94.26,47,77.54,1
2025-08-20,SKU-024,107.37,20,77.54,0
2025-08-21,SKU-024,104.38,28,77.54,0
2025-08-22,SKU-024,96.21,35,77.54,1
2025-08-23,SKU-024,107.04,38,77.54,0
2025-08-24,SKU-024,98.08,28,77.54,0
2025-08-25,SKU-024,108.34,35,77.54,0
2025-08-26,SKU-024,108.02,22,77.54,0
2025-08-27,SKU-024,91.37,56,77.54,1
2025-08-28,SKU-024,81.42,42,77.54,1
2025-08-29,SKU-024,110.76,29,77.54,0
2025-08-30,SKU-024,110.66,24,77.54,0
2025-08-31,SKU-024,99.69,39,77.54,0
2025-09-01,SKU-024,105.41,26,77.54,0
2025-09-02,SKU-024,109.89,34,77.54,0
2025-09-03,SKU-024,108.12,24,77.54,0
2025-09-04,SKU-024,109.44,28,77.54,0
2025-09-05,SKU-024,115.77,29,77.54,0
2025-09-06,SKU-024,104.45,47,77.54,1
2025-09-07,SKU-024,105.5,26,77.54,0
2025-09-08,SKU-024,110.39,21,77.54,0
2025-09-09,SKU-024,114.38,29,77.54,0
2025-09-10,SKU-024,110.79,30,77.54,0
2025-09-11,SKU-024,106.81,26,77.54,0
2025-09-12,SKU-024,97.62,30,77.54,1
2025-09-13,SKU-024,88.92,36,77.54,1
2025-09-14,SKU-024,111.1,41,77.54,0
2025-09-15,SKU-024,108.11,28,77.54,0
2025-09-16,SKU-024,112.36,33,77.54,0
2025-09-17,SKU-024,113.4,35,77.54,0
2025-09-18,SKU-024,100.01,43,77.54,1
2025-09-19,SKU-024,114.26,22,77.54,0
2025-09-20,SKU-024,104.84,27,77.54,0
2025-09-21,SKU-024,108.98,30,77.54,0
2025-09-22,SKU-024,104.36,29,77.54,0
2025-09-23,SKU-024,108.31,29,77.54,0
2025-09-24,SKU-024,111.21,36,77.54,0
2025-09-25,SKU-024,104.14,28,77.54,0
2025-09-26,SKU-024,102.44,27,77.54,0
2025-09-27,SKU-024,110.71,39,77.54,0
2025-09-28,SKU-024,108.61,32,77.54,0
2025-09-29,SKU-024,109.45,33,77.54,0
2025-09-30,SKU-024,87.01,35,77.54,1
2025-10-01,SKU-024,110.16,25,77.54,0
2025-10-02,SKU-024,104.57,30,77.54,0
2025-10-03,SKU-024,107.84,22,77.54,0
2025-10-04,SKU-024,109.48,44,77.54,0
2025-10-05,SKU-024,103.02,23,77.54,0
2025-10-06,SKU-024,105.6,29,77.54,0
2025-10-07,SKU-024,109.09,26,77.54,0
2025-10-08,SKU-024,105.81,27,77.54,0
2025-10-09,SKU-024,99.1,41,77.54,1
2025-10-10,SKU-024,85.83,33,77.54,1
2025-10-11,SKU-024,81.44,63,77.54,1
2025-10-12,SKU-024,116.5,31,77.54,0
2025-10-13,SKU-024,107.48,23,77.54,0
2025-10-14,SKU-024,113.26,29,77.54,0
2025-10-15,SKU-024,113.22,23,77.54,0
2025-10-16,SKU-024,111.44,27,77.54,0
2025-10-17,SKU-024,106.89,37,77.54,0
2025-10-18,SKU-024,108.1,42,77.54,0
2025-10-19,SKU-024,107.27,38,77.54,0
2025-10-20,SKU-024,111.13,29,77.54,0
2025-10-21,SKU-024,107.13,22,77.54,0
2025-10-22,SKU-024,109.81,24,77.54,0
2025-10-23,SKU-024,109.33,29,77.54,0
2025-10-24,SKU-024,107.44,23,77.54,0
2025-10-25,SKU-024,107.48,38,77.54,0
2025-10-26,SKU-024,94.97,63,77.54,1
2025-10-27,SKU-024,97.92,45,77.54,1
2025-10-28,SKU-024,109.49,34,77.54,0
2025-10-29,SKU-024,104.02,50,77.54,0
2025-10-30,SKU-024,109.76,21,77.54,0
2025-10-31,SKU-024,107.1,34,77.54,0
2025-11-01,SKU-024,93.17,37,77.54,1
2025-11-02,SKU-024,106.36,32,77.54,0
2025-11-03,SKU-024,108.57,27,77.54,0
2025-11-04,SKU-024,106.48,31,77.54,0
2025-11-05,SKU-024,109.32,26,77.54,0
2025-11-06,SKU-024,89.69,48,77.54,1
2025-11-07,SKU-024,97.36,43,77.54,1
2025-11-08,SKU-024,110.67,25,77.54,0
2025-11-09,SKU-024,111.35,30,77.54,0
2025-11-10,SKU-024,108.14,18,77.54,0
2025-11-11,SKU-024,104.03,31,77.54,0
2025-11-12,SKU-024,91.23,49,77.54,1
2025-11-13,SKU-024,105.3,23,77.54,0
2025-11-14,SKU-024,106.24,29,77.54,0
2025-11-15,SKU-024,112.54,31,77.54,0
2025-11-16,SKU-024,110.35,28,77.54,0
2025-11-17,SKU-024,112.62,23,77.54,0
2025-11-18,SKU-024,113.07,31,77.54,0
2025-11-19,SKU-024,103.49,31,77.54,0
2025-11-20,SKU-024,109.51,23,77.54,0
2025-11-21,SKU-024,107.71,17,77.54,0
2025-11-22,SKU-024,109.65,29,77.54,0
2025-11-23,SKU-024,105.67,40,77.54,0
2025-11-24,SKU-024,109.18,32,77.54,0
2025-11-25,SKU-024,104.1,31,77.54,0
2025-11-26,SKU-024,108.55,35,77.54,0
2025-11-27,SKU-024,102.18,25,77.54,0
2025-11-28,SKU-024,110.45,22,77.54,0
2025-11-29,SKU-024,108.19,30,77.54,0
2025-11-30,SKU-024,111.73,30,77.54,0
2025-12-01,SKU-024,103.48,30,77.54,0
2025-12-02,SKU-024,111.82,35,77.54,0
2025-12-03,SKU-024,108.02,30,77.54,0
2025-12-04,SKU-024,108.55,27,77.54,0
2025-12-05,SKU-024,109.94,28,77.54,0
2025-12-06,SKU-024,102.71,25,77.54,0
2025-12-07,SKU-024,109.67,29,77.54,0
2025-12-08,SKU-024,104.9,22,77.54,0
2025-12-09,SKU-024,89.36,49,77.54,1
2025-12-10,SKU-024,103.82,30,77.54,0
2025-12-11,SKU-024,87.47,35,77.54,1
2025-12-12,SKU-024,110.6,27,77.54,0
2025-12-13,SKU-024,111.37,29,77.54,0
2025-12-14,SKU-024,105.74,33,77.54,0
2025-12-15,SKU-024,104.59,30,77.54,0
2025-12-16,SKU-024,109.45,31,77.54,0
2025-12-17,SKU-024,83.86,54,77.54,1
2025-12-18,SKU-024,91.68,53,77.54,1
2025-12-19,SKU-024,108.11,27,77.54,0
2025-12-20,SKU-024,111.93,35,77.54,0
2025-12-21,SKU-024,98.74,36,77.54,1
2025-12-22,SKU-024,104.6,33,77.54,0
2025-12-23,SKU-024,107.01,23,77.54,0
2025-12-24,SKU-024,110.3,27,77.54,0
2025-12-25,SKU-024,112.06,30,77.54,0
2025-12-26,SKU-024,109.73,36,77.54,0
2025-12-27,SKU-024,113.77,41,77.54,0
2025-07-01,SKU-025,97.32,86,63.97,0
2025-07-02,SKU-025,93.98,73,63.97,0
2025-07-03,SKU-025,94.72,75,63.97,0
2025-07-04,SKU-025,94.73,71,63.97,0
2025-07-05,SKU-025,92.18,93,63.97,0
2025-07-06,SKU-025,92.28,77,63.97,0
2025-07-07,SKU-025,92.08,90,63.97,0
2025-07-08,SKU-025,93.27,69,63.97,0
2025-07-09,SKU-025,79.69,115,63.97,1
2025-07-10,SKU-025,89.75,64,63.97,0
2025-07-11,SKU-025,98.08,56,63.97,0
2025-07-12,SKU-025,89.47,65,63.97,0
2025-07-13,SKU-025,70.83,125,63.97,1
2025-07-14,SKU-025,95.08,63,63.97,0
2025-07-15,SKU-025,96.42,54,63.97,0
2025-07-16,SKU-025,90.02,69,63.97,0
2025-07-17,SKU-025,99.56,45,63.97,0
2025-07-18,SKU-025,90.12,87,63.97,0
2025-07-19,SKU-025,97.93,55,63.97,0
2025-07-20,SKU-025,77.64,122,63.97,1
2025-07-21,SKU-025,90.89,87,63.97,0
2025-07-22,SKU-025,98.84,45,63.97,0
2025-07-23,SKU-025,75.31,73,63.97,1
2025-07-24,SKU-025,95.14,44,63.97,0
2025-07-25,SKU-025,87.99,89,63.97,1
2025-07-26,SKU-025,92.12,74,63.97,0
2025-07-27,SKU-025,92.37,88,63.97,0
2025-07-28,SKU-025,96.45,49,63.97,0
2025-07-29,SKU-025,97.06,73,63.97,0
2025-07-30,SKU-025,94.22,62,63.97,0
2025-07-31,SKU-025,97.94,53,63.97,0
2025-08-01,SKU-025,94.74,48,63.97,0
2025-08-02,SKU-025,99.57,91,63.97,0
2025-08-03,SKU-025,92.58,74,63.97,0
2025-08-04,SKU-025,93.52,53,63.97,0
2025-08-05,SKU-025,95.09,55,63.97,0
2025-08-06,SKU-025,91.36,78,63.97,0
2025-08-07,SKU-025,95.17,62,63.97,0
2025-08-08,SKU-025,91.89,58,63.97,0
2025-08-09,SKU-025,83.99,97,63.97,1
2025-08-10,SKU-025,93.19,71,63.97,0
2025-08-11,SKU-025,96.34,47,63.97,0
2025-08-12,SKU-025,90.94,57,63.97,0
2025-08-13,SKU-025,95.28,71,63.97,0
2025-08-14,SKU-025,74.56,87,63.97,1
2025-08-15,SKU-025,70.68,81,63.97,1
2025-08-16,SKU-025,97.96,60,63.97,0
2025-08-17,SKU-025,96.51,75,63.97,0
2025-08-18,SKU-025,74.09,101,63.97,1
2025-08-19,SKU-025,84.65,122,63.97,1
2025-08-20,SKU-025,93.71,65,63.97,0
2025-08-21,SKU-025,80.27,92,63.97,1
2025-08-22,SKU-025,90.38,50,63.97,0
2025-08-23,SKU-025,95.31,67,63.97,0
2025-08-24,SKU-025,95.55,86,63.97,0
2025-08-25,SKU-025,93.8,82,63.97,0
2025-08-26,SKU-025,94.7,64,63.97,0
2025-08-27,SKU-025,94.15,52,63.97,0
2025-08-28,SKU-025,93.21,60,63.97,0
2025-08-29,SKU-025,95.72,60,63.97,0
2025-08-30,SKU-025,93.86,66,63.97,0
2025-08-31,SKU-025,90.55,74,63.97,0
2025-09-01,SKU-025,98.96,58,63.97,0
2025-09-02,SKU-025,98.36,44,63.97,0
2025-09-03,SKU-025,83.13,72,63.97,1
2025-09-04,SKU-025,84.46,113,63.97,1
2025-09-05,SKU-025,96.43,67,63.97,0
2025-09-06,SKU-025,93.95,79,63.97,0
2025-09-07,SKU-025,90.71,69,63.97,0
2025-09-08,SKU-025,95.94,96,63.97,0
2025-09-09,SKU-025,86.52,100,63.97,1
2025-09-10,SKU-025,98.01,66,63.97,0
2025-09-11,SKU-025,94.97,50,63.97,0
2025-09-12,SKU-025,93.98,60,63.97,0
2025-09-13,SKU-025,99.24,73,63.97,0
2025-09-14,SKU-025,97.67,70,63.97,0
2025-09-15,SKU-025,97.07,58,63.97,0
2025-09-16,SKU-025,92.57,75,63.97,0
2025-09-17,SKU-025,92.47,57,63.97,0
2025-09-18,SKU-025,98.66,63,63.97,0
2025-09-19,SKU-025,98.09,48,63.97,0
2025-09-20,SKU-025,95.17,74,63.97,0
2025-09-21,SKU-025,80.97,100,63.97,1
2025-09-22,SKU-025,96.42,64,63.97,0
2025-09-23,SKU-025,95.12,77,63.97,0
2025-09-24,SKU-025,95.06,55,63.97,0
2025-09-25,SKU-025,96.11,68,63.97,0
2025-09-26,SKU-025,70.15,110,63.97,1
2025-09-27,SKU-025,95.35,79,63.97,0
2025-09-28,SKU-025,95.58,80,63.97,0
2025-09-29,SKU-025,87.32,99,63.97,1
2025-09-30,SKU-025,94.98,63,63.97,0
2025-10-01,SKU-025,94.6,81,63.97,0
2025-10-02,SKU-025,100.22,56,63.97,0
2025-10-03,SKU-025,95.2,62,63.97,0
2025-10-04,SKU-025,96.28,83,63.97,0
2025-10-05,SKU-025,94.48,61,63.97,0
2025-10-06,SKU-025,95.5,66,63.97,0
2025-10-07,SKU-025,75.6,116,63.97,1
2025-10-08,SKU-025,97.78,52,63.97,0
2025-10-09,SKU-025,99.47,53,63.97,0
2025-10-10,SKU-025,93.71,77,63.97,0
2025-10-11,SKU-025,91.29,76,63.97,0
2025-10-12,SKU-025,86.56,99,63.97,1
2025-10-13,SKU-025,98.81,67,63.97,0
2025-10-14,SKU-025,97.07,62,63.97,0
2025-10-15,SKU-025,93.07,84,63.97,0
2025-10-16,SKU-025,95.33,78,63.97,0
2025-10-17,SKU-025,93.08,74,63.97,0
2025-10-18,SKU-025,92.4,59,63.97,0
2025-10-19,SKU-025,101.72,64,63.97,0
2025-10-20,SKU-025,97.43,54,63.97,0
2025-10-21,SKU-025,101.37,60,63.97,0
2025-10-22,SKU-025,87.38,73,63.97,1
2025-10-23,SKU-025,96.88,76,63.97,0
2025-10-24,SKU-025,73.41,77,63.97,1
2025-10-25,SKU-025,94.02,100,63.97,0
2025-10-26,SKU-025,98.02,102,63.97,0
2025-10-27,SKU-025,80.72,85,63.97,1
2025-10-28,SKU-025,94.35,56,63.97,0
2025-10-29,SKU-025,97.0,63,63.97,0
2025-10-30,SKU-025,89.78,49,63.97,0
2025-10-31,SKU-025,90.41,111,63.97,1
2025-11-01,SKU-025,95.89,55,63.97,0
2025-11-02,SKU-025,95.67,62,63.97,0
2025-11-03,SKU-025,92.55,57,63.97,0
2025-11-04,SKU-025,97.04,57,63.97,0
2025-11-05,SKU-025,96.77,55,63.97,0
2025-11-06,SKU-025,98.01,56,63.97,0
2025-11-07,SKU-025,96.58,47,63.97,0
2025-11-08,SKU-025,85.64,88,63.97,1
2025-11-09,SKU-025,94.76,65,63.97,0
2025-11-10,SKU-025,94.44,65,63.97,0
2025-11-11,SKU-025,92.67,64,63.97,0
2025-11-12,SKU-025,99.9,61,63.97,0
2025-11-13,SKU-025,95.83,73,63.97,0
2025-11-14,SKU-025,96.84,63,63.97,0
2025-11-15,SKU-025,94.08,79,63.97,0
2025-11-16,SKU-025,98.27,55,63.97,0
2025-11-17,SKU-025,97.42,56,63.97,0
2025-11-18,SKU-025,71.05,135,63.97,1
2025-11-19,SKU-025,92.36,83,63.97,0
2025-11-20,SKU-025,98.57,56,63.97,0
2025-11-21,SKU-025,100.09,62,63.97,0
2025-11-22,SKU-025,89.1,96,63.97,1
2025-11-23,SKU-025,77.72,96,63.97,1
2025-11-24,SKU-025,95.48,54,63.97,0
2025-11-25,SKU-025,94.53,53,63.97,0
2025-11-26,SKU-025,98.56,55,63.97,0
2025-11-27,SKU-025,96.78,67,63.97,0
2025-11-28,SKU-025,95.07,65,63.97,0
2025-11-29,SKU-025,87.44,82,63.97,1
2025-11-30,SKU-025,99.6,64,63.97,0
2025-12-01,SKU-025,95.45,54,63.97,0
2025-12-02,SKU-025,94.33,81,63.97,0
2025-12-03,SKU-025,92.67,56,63.97,0
2025-12-04,SKU-025,98.19,78,63.97,0
2025-12-05,SKU-025,97.8,78,63.97,0
2025-12-06,SKU-025,96.57,48,63.97,0
2025-12-07,SKU-025,74.8,126,63.97,1
2025-12-08,SKU-025,95.96,87,63.97,0
2025-12-09,SKU-025,94.74,61,63.97,0
2025-12-10,SKU-025,95.67,86,63.97,0
2025-12-11,SKU-025,96.1,77,63.97,0
2025-12-12,SKU-025,92.02,63,63.97,0
2025-12-13,SKU-025,84.41,116,63.97,1
2025-12-14,SKU-025,95.69,59,63.97,0
2025-12-15,SKU-025,80.47,109,63.97,1
2025-12-16,SKU-025,95.09,53,63.97,0
2025-12-17,SKU-025,93.54,76,63.97,0
2025-12-18,SKU-025,91.5,65,63.97,0
2025-12-19,SKU-025,97.32,85,63.97,0
2025-12-20,SKU-025,93.69,87,63.97,0
2025-12-21,SKU-025,93.43,87,63.97,0
2025-12-22,SKU-025,92.06,75,63.97,0
2025-12-23,SKU-025,94.53,71,63.97,0
2025-12-24,SKU-025,96.92,51,63.97,0
2025-12-25,SKU-025,84.34,74,63.97,1
2025-12-26,SKU-025,72.39,117,63.97,1
2025-12-27,SKU-025,94.96,66,63.97,0
2025-07-01,SKU-026,29.77,71,19.18,0
2025-07-02,SKU-026,29.65,58,19.18,0
2025-07-03,SKU-026,30.72,40,19.18,0
2025-07-04,SKU-026,30.64,60,19.18,0
2025-07-05,SKU-026,30.77,94,19.18,0
2025-07-06,SKU-026,28.03,59,19.18,0
2025-07-07,SKU-026,28.2,54,19.18,0
2025-07-08,SKU-026,29.25,80,19.18,0
2025-07-09,SKU-026,30.16,70,19.18,0
2025-07-10,SKU-026,29.29,51,19.18,0
2025-07-11,SKU-026,29.59,66,19.18,0
2025-07-12,SKU-026,28.76,67,19.18,0
2025-07-13,SKU-026,31.3,59,19.18,0
2025-07-14,SKU-026,29.88,72,19.18,0
2025-07-15,SKU-026,24.6,73,19.18,1
2025-07-16,SKU-026,29.31,47,19.18,0
2025-07-17,SKU-026,29.09,46,19.18,0
2025-07-18,SKU-026,29.11,47,19.18,0
2025-07-19,SKU-026,30.86,62,19.18,0
2025-07-20,SKU-026,30.43,53,19.18,0
2025-07-21,SKU-026,28.98,63,19.18,0
2025-07-22,SKU-026,29.4,57,19.18,0
2025-07-23,SKU-026,29.49,68,19.18,0
2025-07-24,SKU-026,29.56,45,19.18,0
